solar_radiation,temperature,wind speed,rain_day,loss
115.1311871360989,11.498855680323322,13.487554716364635,194,0.0
109.46864525738032,11.215690409793499,13.631533401936405,201,0.0
107.38562105866686,11.309927347238466,14.015878511967513,193,0.0
110.05074846486993,11.027660394557358,14.075587994585304,206,0.0
113.80441856528064,11.25013615452353,13.49733078780966,175,0.0
109.49135269507995,11.061143689308814,13.680494935689701,185,0.3
106.86905929130695,11.230784413823322,13.61515460264411,197,0.0
110.49231073401059,10.854990659905152,13.518522567793942,201,0.0
118.05334548430706,11.671928076254156,13.433635368212334,200,0.0
113.24052139658305,11.511039143485641,14.056188282749625,186,0.3
109.4251355695185,11.373719309359458,14.14386497517258,201,0.0
111.18530153670837,11.45119502822411,14.260021471586535,188,0.0
110.80430536748652,11.258939467940994,13.776424719032471,201,0.0
103.86449936830259,10.800941236389315,14.395563954323574,208,0.0
109.862994996956,11.272829527653776,13.747587688789904,201,0.0
111.17001976223773,11.477394269323211,13.936482500176972,201,0.0
106.44199691104934,10.841033106783856,14.469895622783097,207,0.0
114.66781602118526,11.187448500933003,13.716348267054501,190,0.0
112.96662953957151,11.143666822067766,13.956893127332176,191,0.0
112.1387152622353,11.371803046516508,13.84678930665985,202,0.0
110.3622343748774,11.191069873882425,13.883588810263653,207,0.0
110.32867093326836,11.015344952828913,13.688829577230454,184,0.0
98.61055087464437,10.668969989599649,14.002766445848092,215,0.5
108.00139545551984,11.129051838697361,13.282933367500043,205,0.0
104.60378318377914,10.917609216362811,14.395514311487299,193,0.0
114.95318683562789,11.610994147020083,13.392573112702612,224,0.0
111.92519628001921,11.523742840972877,14.384198583733795,199,0.0
116.22180786257265,11.747814172134197,13.621366988885855,181,0.0
109.8976927648479,11.112631259783418,13.716395715694816,201,0.0
104.53107163654124,11.183930771728802,13.842394820430396,212,0.0
112.77244638593254,11.318933509041653,13.45345078985389,197,0.0
114.25269291204863,11.519776080139245,14.166827382836123,187,0.0
108.26069226405461,11.3135542387338,14.256763330029916,199,0.0
111.67325370177652,11.349425407051633,13.863109759620995,180,0.0
108.42950714866663,11.385670755153233,14.187354381812723,202,0.0
109.67683493686232,11.259574996380914,13.600103360369618,208,0.0
113.54199945498914,11.161984067686864,13.892524240247534,185,0.0
111.47001952946066,11.578153814035993,13.558773251384622,201,0.0
117.47669712744693,11.830377843956288,13.669040400760373,190,0.0
109.4875933493808,11.35340689724291,13.878885087476762,204,0.0
116.18026351697007,11.44765253923148,14.042308120604341,179,0.0
105.76085526762849,11.171616048529852,14.13155281158924,206,0.0
111.70954225321623,10.98224437433458,12.936572434853964,188,0.0
116.65176761249923,12.072602191904448,13.61075654695609,193,0.0
114.95714710594387,11.51673165025495,14.202397718953005,196,0.0
111.62554958193198,10.970105781314185,14.155456039861686,200,0.0
112.45988571053165,11.341634999896279,14.154493710574837,200,0.0
102.49140685408517,10.969062570279894,13.847297712025272,198,0.0
120.11503264058649,11.509001311740775,13.659541853488118,182,0.0
113.95123183785878,10.82458699684788,13.711890724631518,205,0.0
118.64901069357316,11.904853961096014,13.626837846601703,191,0.0
