location,date,humidity %,wind_speed,global_radiation,mean_temp,precipitation
London,2013/2/23,73,15,32,1.3,0
London,2013/2/24,78,18,29,1.5,0
London,2013/2/27,86,17,75,4.3,0
London,2013/3/2,82,7,60,4.2,0
London,2013/3/3,85,10,76,3,0
London,2013/3/4,86,14,145,5.3,0
London,2013/3/5,85,9,150,8.1,0
London,2013/3/10,87,19,40,3.4,0
London,2013/3/11,70,29,41,0.2,0
London,2013/3/12,63,25,132,1.4,0
London,2013/3/13,83,15,129,3.8,0
London,2013/3/20,87,10,57,4.3,0
London,2013/3/24,89,20,49,0.7,0
London,2013/3/25,72,21,49,0.6,0
London,2013/3/26,72,18,50,1.5,0
London,2013/3/27,72,15,116,2.1,0
London,2013/3/28,72,14,120,1.9,0
London,2013/3/29,76,13,128,2.7,0
London,2013/3/30,79,14,90,3.5,0
London,2013/3/31,76,12,132,1.8,0
London,2013/4/1,77,19,129,3.8,0
London,2013/4/2,70,20,229,4.1,0
London,2013/4/3,72,22,110,2.8,0
London,2013/4/5,75,22,90,5,0
London,2013/4/6,75,12,212,5.4,0
London,2013/4/7,72,9,187,4.6,0
London,2013/4/14,82,23,193,14.8,0
London,2013/4/15,84,18,135,13.2,0
London,2013/4/16,80,20,163,13.2,0
London,2013/4/17,82,21,131,13.8,0
London,2013/4/19,81,15,134,10.1,0
London,2013/4/20,73,8,272,8.4,0
London,2013/4/21,73,8,210,8.1,0
London,2013/4/22,81,13,149,11,0
London,2013/4/23,80,11,273,15,0
London,2013/4/26,80,13,164,10,0
London,2013/4/28,73,13,175,6.3,0
London,2013/4/29,75,14,216,11.2,0
London,2013/4/30,73,12,250,9.5,0
London,2013/5/1,73,10,253,10.2,0
London,2013/5/2,63,11,294,11.3,0
London,2013/5/3,70,9,290,12.1,0
London,2013/5/5,79,6,139,12.7,0
London,2013/5/6,77,6,284,16.4,0
London,2013/5/13,78,20,210,13.2,0
London,2013/5/17,84,10,106,9.7,0
London,2013/5/18,78,8,131,12.4,0
London,2013/5/20,91,14,79,14.1,0
London,2013/5/22,79,12,135,12.4,0
London,2013/5/25,77,13,276,10.8,0
London,2013/5/26,68,12,328,12.9,0
London,2013/5/30,96,13,89,12.8,0
London,2013/5/31,85,12,205,16.7,0
London,2013/6/1,74,13,246,14.4,0
London,2013/6/2,73,11,297,13.5,0
London,2013/6/3,73,11,318,14,0
London,2013/6/4,74,15,329,14.3,0
London,2013/6/5,79,11,265,15,0
London,2013/6/8,76,17,297,13.8,0
London,2013/6/9,80,13,98,12.9,0
London,2013/6/10,77,5,89,13.3,0
London,2013/6/11,90,14,109,13.3,0
London,2013/6/13,84,23,135,16.2,0
London,2013/6/17,75,16,95,17,0
London,2013/6/18,89,8,172,17.3,0
London,2013/6/19,83,6,203,20.7,0
London,2013/6/20,94,8,147,19,0
London,2013/6/24,78,13,103,13.9,0
London,2013/6/25,70,8,250,16,0
London,2013/6/26,75,7,213,16.4,0
London,2013/6/29,72,12,266,17.7,0
London,2013/6/30,75,14,293,20.7,0
London,2013/7/1,74,11,253,17.4,0
London,2013/7/3,81,13,94,17.9,0
London,2013/7/4,81,13,194,18.7,0
London,2013/7/5,77,7,302,19.2,0
London,2013/7/6,73,6,323,21.1,0
London,2013/7/7,72,9,325,23,0
London,2013/7/8,75,13,323,21.6,0
London,2013/7/9,66,11,333,19.9,0
London,2013/7/10,72,14,311,19.1,0
London,2013/7/11,75,11,307,17.6,0
London,2013/7/12,74,6,248,19.1,0
London,2013/7/13,70,8,301,22.9,0
London,2013/7/14,69,7,290,23.8,0
London,2013/7/15,55,6,306,24.4,0
London,2013/7/16,61,5,261,24.1,0
London,2013/7/17,61,6,248,25,0
London,2013/7/18,68,11,320,24,0
London,2013/7/19,69,14,324,22.6,0
London,2013/7/20,82,14,159,20.6,0
London,2013/7/25,72,12,217,21.6,0
London,2013/7/26,70,5,236,20.4,0
London,2013/7/31,84,14,119,21.4,0
London,2013/8/1,70,14,299,25.3,0
London,2013/8/3,68,16,254,20,0
London,2013/8/4,70,15,203,19.4,0
London,2013/8/6,69,6,242,17.3,0
London,2013/8/7,67,11,217,18.9,0
London,2013/8/9,69,13,177,20.2,0
London,2013/8/10,63,9,144,18.1,0
London,2013/8/11,68,12,234,20.2,0
London,2013/8/12,65,12,168,18.2,0
London,2013/8/17,79,17,133,17.4,0
London,2013/8/18,74,14,161,19.9,0
London,2013/8/19,66,11,224,17.6,0
London,2013/8/20,66,6,243,18.4,0
London,2013/8/22,83,7,92,20.2,0
London,2013/8/26,77,10,193,20.4,0
London,2013/8/27,70,8,208,17.8,0
London,2013/8/28,70,5,215,18.5,0
London,2013/8/29,71,8,200,19.5,0
London,2013/8/30,78,12,200,20.3,0
London,2013/8/31,66,13,228,17.6,0
London,2013/9/1,64,11,156,15.8,0
London,2013/9/2,77,11,233,18.8,0
London,2013/9/3,79,5,137,20.1,0
London,2013/9/4,79,7,229,21.1,0
London,2013/9/5,73,5,218,22,0
London,2013/9/10,84,15,127,13.1,0
London,2013/9/18,80,12,118,13.5,0
London,2013/9/20,83,9,141,14,0
London,2013/9/21,90,10,44,14.4,0
London,2013/9/22,89,6,44,17.2,0
London,2013/9/24,85,5,132,16.1,0
London,2013/9/25,83,4,87,17.2,0
London,2013/9/26,81,11,100,17.1,0
London,2013/9/27,80,12,136,14.6,0
London,2013/9/29,75,16,108,16.5,0
London,2013/9/30,81,13,83,16.4,0
London,2013/10/1,78,14,39,14.6,0
London,2013/10/2,85,12,77,18,0
London,2013/10/4,89,16,96,19,0
London,2013/10/6,77,6,142,14.2,0
London,2013/10/7,83,8,96,15.1,0
London,2013/10/8,86,10,100,16.8,0
London,2013/10/9,82,14,60,15.5,0
London,2013/10/17,88,15,101,13.9,0
London,2013/10/23,85,21,85,15.6,0
London,2013/10/29,84,18,85,10.3,0
London,2013/11/2,89,17,62,13,0
London,2013/11/7,87,12,31,10.2,0
London,2013/11/14,86,20,57,7,0
London,2013/11/15,86,13,66,6.7,0
London,2013/11/16,87,7,60,5.2,0
London,2013/11/21,92,19,37,5.8,0
London,2013/11/22,88,19,50,5.8,0
London,2013/11/23,93,16,55,5.2,0
London,2013/11/24,93,15,16,6,0
London,2013/11/25,92,13,28,5.8,0
London,2013/11/27,97,6,15,6.6,0
London,2013/11/28,96,7,15,8.8,0
London,2013/11/30,91,15,30,7.2,0
London,2013/12/1,94,9,17,5.3,0
London,2013/12/2,94,8,13,7.7,0
London,2013/12/3,88,6,13,6.8,0
London,2013/12/6,88,16,45,5.1,0
London,2013/12/7,94,14,13,6.2,0
London,2013/12/27,87,30,22,6.3,0
London,2013/12/28,86,14,40,6.3,0
