location,date,humidity %,wind_speed,global_radiation,mean_temp,precipitation
London,2012/10/29,93,12,47,9,1.8
London,2012/10/30,87,10,77,7.8,0.2
London,2012/10/31,89,19,44,9.7,9.2
London,2012/11/1,89,16,63,8.6,0.4
London,2012/11/3,82,13,69,6.3,11.6
London,2012/11/4,96,15,26,5.4,4.8
London,2012/11/6,91,14,61,5.4,0.4
London,2012/11/9,91,12,27,9.7,4.2
London,2012/11/10,94,9,19,9.3,0.2
London,2012/11/11,91,9,77,6,0.2
London,2012/11/12,95,13,19,8,1.4
London,2012/11/13,95,13,32,11.4,0.2
London,2012/11/18,85,7,66,5.6,0.2
London,2012/11/19,89,18,35,7,1
London,2012/11/20,94,24,16,10.3,6.2
London,2012/11/21,92,21,16,10.8,4.4
London,2012/11/22,89,26,27,9.8,11.6
London,2012/11/23,94,11,39,8.9,0.2
London,2012/11/24,97,15,15,7.4,12.2
London,2012/11/25,88,27,43,8.5,4.6
London,2012/11/26,93,11,15,8.1,7
London,2012/11/27,97,19,15,7.7,1
London,2012/12/1,90,12,24,2.5,0.2
London,2012/12/2,87,12,47,4.2,4.6
London,2012/12/3,95,17,16,5.2,0.4
London,2012/12/4,92,18,44,4.6,1
London,2012/12/5,90,15,39,1.1,0.2
London,2012/12/6,83,16,13,0.9,2.4
London,2012/12/7,91,24,40,2.6,0.8
London,2012/12/11,89,9,41,0.5,0.2
London,2012/12/13,88,10,17,1.5,0.4
London,2012/12/14,95,25,12,4.8,7.4
London,2012/12/16,93,15,40,7.2,0.8
London,2012/12/19,94,18,12,5.5,23.6
London,2012/12/20,97,21,12,7.6,3.6
London,2012/12/21,95,14,35,8.1,9.6
London,2012/12/22,97,20,12,10,8.4
London,2012/12/23,93,22,17,10.3,5.4
London,2012/12/24,94,21,12,10,8.8
London,2012/12/25,92,21,16,8.2,3.2
London,2012/12/26,95,22,15,6.9,2.4
London,2012/12/27,94,21,18,7.2,4.8
London,2012/12/28,96,21,12,9,0.8
London,2012/12/29,92,29,12,10.1,1.6
London,2012/12/30,87,25,23,8.2,0.2
London,2012/12/31,95,28,13,8.6,5
London,2013/1/2,96,16,13,6.5,0.2
London,2013/1/5,96,10,13,9.4,0.2
London,2013/1/8,95,14,21,9.5,3.4
London,2013/1/10,86,7,14,1.4,0.2
London,2013/1/11,89,7,33,4.1,3.2
London,2013/1/12,89,18,14,2.6,0.2
London,2013/1/14,91,13,14,1.6,4.8
London,2013/1/17,89,7,22,-1.2,0.2
London,2013/1/18,92,20,15,-0.6,1.5
London,2013/1/19,96,17,16,-0.6,0.8
London,2013/1/20,96,14,16,-0.8,3
London,2013/1/21,95,4,22,0.3,0.4
London,2013/1/22,95,15,16,-0.8,1.2
London,2013/1/23,95,16,17,1,0.6
London,2013/1/25,94,14,17,1.6,4.8
London,2013/1/26,98,19,52,5.9,9.2
London,2013/1/27,88,27,56,6.8,0.2
London,2013/1/28,89,25,29,7.2,2.8
London,2013/1/29,95,27,18,8.7,6.2
London,2013/1/30,85,29,61,10.2,1.2
London,2013/1/31,87,27,53,8.4,5.8
London,2013/2/1,97,13,36,6.2,0.6
London,2013/2/4,84,25,60,7.5,3
London,2013/2/5,78,26,65,4,1
London,2013/2/7,78,16,64,2.7,0.2
London,2013/2/8,80,15,66,3,0.2
London,2013/2/9,89,8,22,3,2.4
London,2013/2/10,98,19,23,4,17.6
London,2013/2/11,95,16,23,1.2,4.2
London,2013/2/12,92,12,24,1.6,0.2
London,2013/2/13,92,15,24,4.7,1.8
London,2013/2/16,80,7,35,6.9,0.2
London,2013/2/18,86,12,98,5.2,0.2
London,2013/2/19,81,5,110,4.8,0.2
London,2013/2/20,86,17,83,3.1,0.2
London,2013/2/25,87,19,30,2.6,0.4
London,2013/2/26,92,17,30,3.7,0.2
London,2013/2/28,87,16,31,5.2,0.2
London,2013/3/1,85,14,35,4.8,0.2
London,2013/3/6,83,11,42,9.3,4.8
London,2013/3/7,94,11,38,8.8,1.8
London,2013/3/8,96,8,39,9.4,6.8
London,2013/3/9,91,9,39,6.5,0.2
London,2013/3/14,74,10,131,2.2,1.2
London,2013/3/15,88,22,54,5.6,6.6
London,2013/3/16,97,25,72,7.9,7.6
London,2013/3/17,96,15,49,5.3,6.6
London,2013/3/18,91,6,45,3.4,1.8
London,2013/3/19,86,7,80,5.7,0.2
London,2013/3/21,80,16,78,3.6,6
London,2013/3/22,88,26,53,4,7.4
London,2013/3/23,97,21,48,1.3,1.6
London,2013/4/4,78,22,56,2.2,0.4
London,2013/4/8,73,17,143,7.7,2.4
London,2013/4/9,93,14,59,6.7,0.2
London,2013/4/10,87,11,128,7,10.4
London,2013/4/11,91,12,99,9.2,5.6
London,2013/4/12,93,15,98,9.7,3.4
London,2013/4/13,90,18,99,9.7,4.4
London,2013/4/18,76,27,185,12.2,1.6
London,2013/4/24,82,10,193,14.4,0.2
London,2013/4/25,82,13,248,16.4,2.8
London,2013/4/27,80,13,188,7.2,2.6
London,2013/5/4,80,17,197,12.5,1
London,2013/5/7,72,8,290,15.9,0.6
London,2013/5/8,84,16,112,15,0.2
London,2013/5/9,76,26,216,10.9,0.8
London,2013/5/10,83,21,75,14,1.8
London,2013/5/11,88,18,142,10.5,2.4
London,2013/5/12,85,17,219,10.2,0.4
London,2013/5/14,88,17,125,9.8,7.6
London,2013/5/15,81,19,121,10.3,0.6
London,2013/5/16,79,6,246,10.2,0.2
London,2013/5/19,76,9,162,13.7,0.2
London,2013/5/21,85,14,118,13.9,0.4
London,2013/5/23,72,17,211,8.7,0.6
London,2013/5/24,94,17,92,7.7,4.8
London,2013/5/27,70,15,310,12.1,4
London,2013/5/28,96,8,81,10.8,12.2
London,2013/5/29,92,9,121,10.4,4
London,2013/6/6,77,13,320,15.7,0.4
London,2013/6/7,73,16,196,15.1,0.6
London,2013/6/12,90,20,99,15.8,2.2
London,2013/6/14,73,15,206,14.4,1
London,2013/6/15,80,21,226,14.5,3
London,2013/6/16,75,11,158,14.9,0.2
London,2013/6/21,87,12,174,18.8,1.6
London,2013/6/22,90,23,125,15.6,0.2
London,2013/6/23,85,21,145,15.7,0.2
London,2013/6/27,79,10,204,16.3,1.4
London,2013/6/28,92,11,81,16.8,0.8
London,2013/7/2,77,12,80,14.8,1.2
London,2013/7/21,76,11,234,22.2,0.6
London,2013/7/22,70,10,279,25.4,0.2
London,2013/7/23,74,10,193,25.2,0.4
London,2013/7/24,70,11,247,21.5,8.6
London,2013/7/27,73,6,205,21.8,6
London,2013/7/28,74,20,233,19.8,2.8
London,2013/7/29,76,19,199,20.3,2.8
London,2013/7/30,92,15,157,18.8,2.6
London,2013/8/2,74,13,188,21.8,3.2
London,2013/8/5,74,13,132,20.3,12
London,2013/8/8,65,8,245,18.9,0.6
London,2013/8/13,71,11,167,15.9,0.4
London,2013/8/14,73,9,187,17.3,1
London,2013/8/15,76,16,127,20.2,1.2
London,2013/8/16,88,13,132,20.2,0.8
London,2013/8/21,67,7,249,20.1,2.8
London,2013/8/23,75,11,184,21.7,0.6
London,2013/8/24,92,12,61,18,9.8
London,2013/8/25,85,14,164,18.8,0.2
London,2013/9/6,83,9,114,16.2,1.2
London,2013/9/7,77,12,156,15.2,0.2
London,2013/9/8,80,10,145,13.3,3.2
London,2013/9/9,94,8,58,11.6,3.2
London,2013/9/11,85,13,75,14.7,2.6
London,2013/9/12,85,5,74,16.5,1.8
London,2013/9/13,90,7,55,16.9,29.8
London,2013/9/14,86,12,49,11.7,0.2
London,2013/9/15,85,17,114,11.4,1.8
London,2013/9/16,76,18,177,11.6,0.2
London,2013/9/17,85,13,64,11.4,4.6
London,2013/9/19,87,15,74,12.3,0.2
London,2013/9/23,87,6,72,15.8,0.2
London,2013/9/28,74,17,59,16,0.4
London,2013/10/3,91,15,59,16.3,1.6
London,2013/10/5,83,7,57,16,0.2
London,2013/10/10,70,24,82,9.6,1.2
London,2013/10/11,86,24,72,10.9,5
London,2013/10/12,83,12,77,11.7,2.2
London,2013/10/13,95,14,32,10.5,9
London,2013/10/14,94,12,38,10.3,2.4
London,2013/10/15,89,11,78,10.9,0.2
London,2013/10/16,95,15,60,10.7,4.8
London,2013/10/18,91,12,36,14.3,1
London,2013/10/19,90,15,41,15.6,5.6
London,2013/10/20,88,18,71,14.9,7
London,2013/10/21,93,18,28,15.2,1.2
London,2013/10/22,89,19,27,16.9,6.8
London,2013/10/24,88,11,97,12.1,1.8
London,2013/10/25,88,20,54,15.4,0.2
London,2013/10/26,91,23,44,16.1,4
London,2013/10/27,83,25,77,14,23.5
London,2013/10/28,84,28,68,13.3,2.5
London,2013/10/30,85,14,82,9,1
London,2013/10/31,91,15,23,10.7,0.2
London,2013/11/1,94,12,23,13.2,0.6
London,2013/11/3,81,21,78,10,15
London,2013/11/4,87,17,83,8.4,5
London,2013/11/5,91,17,36,8.6,2
London,2013/11/6,96,16,21,12.5,3.2
London,2013/11/8,91,12,25,8.3,8.8
London,2013/11/9,93,10,25,6,5.6
London,2013/11/10,91,13,79,7.3,1
London,2013/11/11,94,16,19,7.4,2.8
London,2013/11/12,92,12,36,11.2,0.2
London,2013/11/13,87,9,69,6.1,0.4
London,2013/11/17,96,6,17,6.2,0.4
London,2013/11/18,95,7,17,8.8,0.2
London,2013/11/19,86,16,66,4.4,0.2
London,2013/11/20,93,17,35,2.4,4.2
London,2013/11/26,92,10,53,4.4,0.2
London,2013/11/29,91,17,15,8.9,0.2
London,2013/12/4,89,14,13,7,0.2
London,2013/12/5,88,24,18,5.1,0.4
London,2013/12/8,93,18,35,8,0.2
London,2013/12/9,94,13,45,8.1,0.2
London,2013/12/10,93,10,21,4.9,0.4
London,2013/12/11,88,11,30,3.1,0.2
London,2013/12/12,93,13,21,4.9,0.2
London,2013/12/13,94,17,12,8.8,1.8
London,2013/12/14,87,22,28,7.7,1.2
London,2013/12/15,94,24,12,8.9,9
London,2013/12/16,94,23,12,11,12.8
London,2013/12/17,94,6,12,6,2.8
London,2013/12/18,93,23,22,7.9,7.8
London,2013/12/19,88,16,42,7,3.8
London,2013/12/20,88,21,43,6.6,2.6
London,2013/12/21,94,33,12,8.2,6.4
London,2013/12/22,88,22,34,8.7,0.2
London,2013/12/23,93,32,12,8.2,27
London,2013/12/24,88,26,16,8.7,5.6
London,2013/12/25,89,14,24,5.1,1.8
London,2013/12/26,93,12,22,6.7,2.4
London,2013/12/29,90,16,48,5.1,0.4
London,2013/12/30,92,28,27,6.4,6
London,2013/12/31,94,20,13,8,4.8
